Waterloop;Lambert X/Y;X;Y;Omschrijving;Gemeente;Provincie;Bekken;Afvissingsmethode;Jaar;Datum;Nederlandse naam;Aantal per vangstinspanning;Eenheid
Grote Nete;193396/201800;193396;201800;Voor parallelweg;Geel;Antwerpen;Netebekken;Elektrisch;2023;13/09/2023;kopvoorn;2.50;per 100m
De Hulpe;193665/188889;193665;188889;275m van spoorweg, opw van de weg;Scherpenheuvel-Zichem;Brabant;Demerbekken;Elektrisch;2017;09/03/2017;kopvoorn;0.50;per 100m
De Hulpe;193665/188889;193665;188889;275m van spoorweg, opw van de weg;Scherpenheuvel-Zichem;Brabant;Demerbekken;Elektrisch;2021;09/03/2021;kopvoorn;12.50;per 100m
De Hulpe;193665/188889;193665;188889;275m van spoorweg, opw van de weg;Scherpenheuvel-Zichem;Brabant;Demerbekken;Elektrisch;2021;19/03/2021;kopvoorn;2.00;per 100m
Velpe;193749/174153;193749;174153;SA molen Hoeleden;Kortenaken;Brabant;Demerbekken;Elektrisch;2017;08/09/2017;kopvoorn;1.00;per 100m
Velpe;193749/174153;193749;174153;SA molen Hoeleden;Kortenaken;Brabant;Demerbekken;Elektrisch;2023;07/11/2023;kopvoorn;0.50;per 100m
Grote Nete;193986/203445;193986;203445;SO brug;Geel;Antwerpen;Netebekken;Elektrisch;2015;04/08/2015;kopvoorn;2.00;per 100m
Grote Nete;193986/203445;193986;203445;SO brug;Geel;Antwerpen;Netebekken;Elektrisch;2020;29/05/2020;kopvoorn;5.00;per 100m
Scherpenbergenloop;194059/203379;194059;203379;stroomopwaarts vanaf meander Wildersedijk;Geel;Antwerpen;Netebekken;Elektrisch;2013;06/06/2013;serpeling;0.40;per 100m
Scherpenbergenloop;194282/203468;194282;203468;Wildersedijk, SO brug;Geel;Antwerpen;Netebekken;Elektrisch;2015;28/07/2015;serpeling;1.00;per 100m
Grote Nete;194368/203907;194368;203907;200m SA monding Molse Nete;Geel;Antwerpen;Netebekken;Elektrisch;2017;14/09/2017;kopvoorn;2.50;per 100m
Grote Nete;194368/203907;194368;203907;200m SA monding Molse Nete;Geel;Antwerpen;Netebekken;Elektrisch;2023;13/09/2023;kopvoorn;2.50;per 100m
Grote Nete;194952/204549;194952;204549;Na stuw Maelesbroek;Geel;Antwerpen;Netebekken;Elektrisch;2015;31/07/2015;kopvoorn;15.00;per 100m
Grote Nete;195003/204557;195003;204557;Maelesbroek;Geel;Antwerpen;Netebekken;Elektrisch;2015;20/10/2015;kopvoorn;4.00;per 100m
Grote Nete;195003/204557;195003;204557;Maelesbroek;Geel;Antwerpen;Netebekken;Elektrisch;2020;12/10/2020;kopvoorn;8.00;per 100m
Grote Nete;195003/204557;195003;204557;Maelesbroek;Geel;Antwerpen;Netebekken;Elektrisch;2020;12/10/2020;serpeling;1.00;per 100m
Zwart Water;195303/188403;195303;188403;Brugje tss dorpsst en molenweg;Diest;Brabant;Demerbekken;Elektrisch;2017;09/03/2017;kopvoorn;3.25;per 100m
Zwart Water;195303/188403;195303;188403;Brugje tss dorpsst en molenweg;Diest;Brabant;Demerbekken;Elektrisch;2021;17/03/2021;kopvoorn;3.67;per 100m
Zwart Water;195303/188403;195303;188403;Brugje tss dorpsst en molenweg;Diest;Brabant;Demerbekken;Fuiken;2021;19/03/2021;kopvoorn;0.10;per fuik
Breyloop;195857/213323;195857;213323;Grote Kievit;Retie;Antwerpen;Netebekken;Elektrisch;2008;10/04/2008;kopvoorn;1.00;per 100m
Kleine Gete;196232/164000;196232;164000;Landen + 150m;Landen;Brabant;Demerbekken;Elektrisch;2001;09/05/2001;kopvoorn;1.00;per 100m
Demer;196565/186919;196565;186919;waterzuiveringsstation;Diest;Brabant;Demerbekken;Elektrisch;2012;05/06/2012;kopvoorn;0.60;per 100m
Demer;196565/186919;196565;186919;waterzuiveringsstation;Diest;Brabant;Demerbekken;Elektrisch;2023;07/06/2023;kopvoorn;8.40;per 100m
Velpe;196693/176373;196693;176373;stroomafwaarts de molen;Kortenaken;Brabant;Demerbekken;Elektrisch;2008;29/05/2008;kopvoorn;1.00;per 100m
Velpe;196693/176373;196693;176373;stroomafwaarts de molen;Kortenaken;Brabant;Demerbekken;Elektrisch;2011;11/05/2011;kopvoorn;27.00;per 100m
Velpe;196693/176373;196693;176373;stroomafwaarts de molen;Kortenaken;Brabant;Demerbekken;Elektrisch;2011;11/05/2011;serpeling;1.00;per 100m
Kleine Gete;197537/164943;197537;164943;/;Linter;Brabant;Demerbekken;Elektrisch;2001;07/03/2001;kopvoorn;5.00;per 100m
Kleine Nete;197751/215110;197751;215110;Retie, aan oude molen (tss 53014300 en 53014190);Retie;Antwerpen;Netebekken;Elektrisch;2015;06/07/2015;kopvoorn;3.00;per 100m
Kleine Nete;197751/215110;197751;215110;Retie, aan oude molen (tss 53014300 en 53014190);Retie;Antwerpen;Netebekken;Elektrisch;2019;06/06/2019;kopvoorn;0.63;per 100m
Kleine Nete;197751/215110;197751;215110;Retie, aan oude molen (tss 53014300 en 53014190);Retie;Antwerpen;Netebekken;Fuiken;2019;22/08/2019;kopvoorn;0.50;per fuik
Kleine Nete;197751/215110;197751;215110;Retie, aan oude molen (tss 53014300 en 53014190);Retie;Antwerpen;Netebekken;Elektrisch;2022;05/08/2022;kopvoorn;2.00;per 100m
Grote Gete;197874/170261;197874;170261;SA de Oude Molen te Drieslinter;Linter;Brabant;Demerbekken;Elektrisch;2001;06/03/2001;kopvoorn;1.00;per 100m
Zeeploop;198518/203949;198518;203949;SH15kwab_Z1;Geel;Antwerpen;Netebekken;Elektrisch;2015;01/06/2015;kopvoorn;;per 100m
Grote Nete;198524/203928;198524;203928;stroomopwaarts vanaf brugje monding;Meerhout;Antwerpen;Netebekken;Elektrisch;2013;15/06/2013;kopvoorn;1.00;per 100m
Zeeploop;198525/203945;198525;203945;SH13kwab_Z1;Geel;Antwerpen;Netebekken;Elektrisch;2013;15/05/2013;kopvoorn;1.67;per 100m
Zeeploop;198525/203945;198525;203945;SH13kwab_Z1;Geel;Antwerpen;Netebekken;Elektrisch;2013;15/05/2013;serpeling;0.67;per 100m
Zeeploop;198525/203945;198525;203945;SH16kwab_Z1;Geel;Antwerpen;Netebekken;Elektrisch;2016;06/09/2016;kopvoorn;1.43;per 100m
Molse Nete;198754/207141;198754;207141;baan Mol Geel;Geel;Antwerpen;Netebekken;Elektrisch;2008;11/04/2008;kopvoorn;0.50;per 100m
Demer;198807/186902;198807;186902;Grote Steunbeer;Diest;Brabant;Demerbekken;Elektrisch;1999;13/04/1999;kopvoorn;2.00;per 100m
Demer;198807/186902;198807;186902;Grote Steunbeer;Diest;Brabant;Demerbekken;Elektrisch;2009;10/06/2009;kopvoorn;1.20;per 100m
Demer;198807/186902;198807;186902;Grote Steunbeer;Diest;Brabant;Demerbekken;Elektrisch;2012;05/06/2012;kopvoorn;2.60;per 100m
Grote Nete;199488/203418;199488;203418;SH15_GNMeerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2015;16/02/2015;kopvoorn;5.80;per 100m
Grote Nete;199488/203418;199488;203418;SH15_GNMeerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2015;08/09/2015;kopvoorn;8.00;per 100m
Grote Nete;199488/203418;199488;203418;SH15_GNMeerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2015;16/02/2015;serpeling;1.60;per 100m
Grote Nete;199488/203418;199488;203418;SH15_GNMeerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2015;08/09/2015;serpeling;3.80;per 100m
Grote Nete;199490/203418;199490;203418;SH14GN_Meerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2014;01/09/2014;kopvoorn;6.60;per 100m
Grote Nete;199490/203418;199490;203418;SH14GN_Meerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2014;01/09/2014;serpeling;5.20;per 100m
Grote Nete;199493/203418;199493;203418;SH12_GNMeerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2012;03/07/2012;kopvoorn;1.40;per 100m
Grote Nete;199493/203418;199493;203418;SH12_GNMeerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2012;03/07/2012;serpeling;1.20;per 100m
Grote Nete;199493/203418;199493;203418;SH13GN_Meerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2013;15/07/2013;kopvoorn;3.80;per 100m
Grote Nete;199493/203418;199493;203418;SH13GN_Meerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2013;15/07/2013;serpeling;0.40;per 100m
Grote Nete;199493/203418;199493;203418;SH16GN_Meerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2016;01/03/2016;kopvoorn;6.20;per 100m
Grote Nete;199493/203418;199493;203418;SH16GN_Meerhout;Meerhout;Antwerpen;Netebekken;Elektrisch;2016;01/03/2016;serpeling;1.00;per 100m
Grote Nete;199707/203337;199707;203337;Meerhout (500m);Meerhout;Antwerpen;Netebekken;Elektrisch;2015;16/02/2015;kopvoorn;5.80;per 100m
Grote Nete;199707/203337;199707;203337;Meerhout (500m);Meerhout;Antwerpen;Netebekken;Elektrisch;2015;16/02/2015;serpeling;1.60;per 100m
Grote Nete;199827/203241;199827;203241;aan de Molsebaan;Meerhout;Antwerpen;Netebekken;Elektrisch;2002;03/04/2002;kopvoorn;4.76;per 100m
Grote Nete;199827/203241;199827;203241;aan de Molsebaan;Meerhout;Antwerpen;Netebekken;Elektrisch;2006;21/03/2006;kopvoorn;22.00;per 100m
Grote Nete;199827/203241;199827;203241;aan de Molsebaan;Meerhout;Antwerpen;Netebekken;Elektrisch;2009;29/04/2009;kopvoorn;25.00;per 100m
Grote Nete;199827/203241;199827;203241;aan de Molsebaan;Meerhout;Antwerpen;Netebekken;Elektrisch;2012;10/05/2012;kopvoorn;17.00;per 100m
Grote Nete;199827/203241;199827;203241;aan de Molsebaan;Meerhout;Antwerpen;Netebekken;Elektrisch;2012;10/05/2012;serpeling;5.00;per 100m
Grote Nete;199928/203207;199928;203207;Meerhout (SA van de brug);Meerhout;Antwerpen;Netebekken;Elektrisch;2015;15/07/2015;kopvoorn;3.80;per 100m
Grote Nete;199928/203207;199928;203207;Meerhout (SA van de brug);Meerhout;Antwerpen;Netebekken;Elektrisch;2015;15/07/2015;serpeling;0.40;per 100m
Zwartwater;200042/185855;200042;185855;monding Zwarte Beek;Halen;Limburg;Demerbekken;Elektrisch;2001;17/05/2001;kopvoorn;1.00;per 100m
Demer;200619/184275;200619;184275;monding Velpe;Halen;Limburg;Demerbekken;Elektrisch;2014;19/06/2014;kopvoorn;3.00;per 100m
Demer;200619/184275;200619;184275;monding Velpe;Halen;Limburg;Demerbekken;Elektrisch;2020;25/06/2020;kopvoorn;7.60;per 100m
Demer;200619/184275;200619;184275;monding Velpe;Halen;Limburg;Demerbekken;Elektrisch;2021;20/10/2021;kopvoorn;0.20;per 100m
Kleine Gete;200657/168000;200657;168000;/;Zoutleeuw;Brabant;Demerbekken;Elektrisch;2013;03/04/2013;kopvoorn;1.00;per 100m
Kleine Gete;200657/168000;200657;168000;/;Zoutleeuw;Brabant;Demerbekken;Elektrisch;2015;06/11/2015;kopvoorn;2.50;per 100m
Velpe;200729/183672;200729;183672;Zelk, stroomafwaarts Zelkermolen;Halen;Limburg;Demerbekken;Elektrisch;2022;06/04/2022;kopvoorn;5.00;per 100m
Velpe;200729/183672;200729;183672;Zelk, stroomafwaarts Zelkermolen;Halen;Limburg;Demerbekken;Elektrisch;2022;26/07/2022;kopvoorn;11.00;per 100m
Velpe;200729/183672;200729;183672;Zelk, stroomafwaarts Zelkermolen;Halen;Limburg;Demerbekken;Elektrisch;2022;13/10/2022;kopvoorn;1.00;per 100m
Velpe;200729/183672;200729;183672;Zelk, stroomafwaarts Zelkermolen;Halen;Limburg;Demerbekken;Elektrisch;2016;21/10/2016;serpeling;20.00;per 100m
Grote Gete;200799/171722;200799;171722;/;Zoutleeuw;Brabant;Demerbekken;Elektrisch;2017;07/09/2017;kopvoorn;1.00;per 100m
Zwarte Beek;201061/185853;201061;185853;Gennepstraat SO  brug;Halen;Limburg;Demerbekken;Elektrisch;2006;26/06/2006;kopvoorn;3.00;per 100m
Desselse Neet;201248/216455;201248;216455;baan Retie-Dessel;Retie;Antwerpen;Netebekken;Elektrisch;2000;31/07/2000;kopvoorn;1.00;per 100m
Dormaalbeek;201260/168543;201260;168543;voor monding;Zoutleeuw;Brabant;Demerbekken;Elektrisch;2001;14/02/2001;kopvoorn;2.00;per 100m
Dormaalbeek;201260/168543;201260;168543;voor monding;Zoutleeuw;Brabant;Demerbekken;Elektrisch;2005;31/03/2005;kopvoorn;4.00;per 100m
Dormaalbeek;201260/168543;201260;168543;voor monding;Zoutleeuw;Brabant;Demerbekken;Elektrisch;2012;15/03/2012;kopvoorn;5.00;per 100m
Velpe;201366/180739;201366;180739;Velpen;Halen;Limburg;Demerbekken;Elektrisch;2008;28/05/2008;kopvoorn;5.00;per 100m
Velpe;201366/180739;201366;180739;Velpen;Halen;Limburg;Demerbekken;Elektrisch;2011;11/05/2011;kopvoorn;3.00;per 100m
Velpe;201366/180739;201366;180739;Velpen;Halen;Limburg;Demerbekken;Elektrisch;2017;30/08/2017;kopvoorn;67.00;per 100m
Velpe;201366/180739;201366;180739;Velpen;Halen;Limburg;Demerbekken;Elektrisch;2023;06/11/2023;kopvoorn;3.00;per 100m
Velpe;201366/180739;201366;180739;Velpen;Halen;Limburg;Demerbekken;Elektrisch;2011;11/05/2011;serpeling;1.00;per 100m
Velpe;201366/180739;201366;180739;Velpen;Halen;Limburg;Demerbekken;Elektrisch;2017;30/08/2017;serpeling;6.00;per 100m
Grotebeek;201667/191129;201667;191129;baan Deurne-Vleugt;Diest;Brabant;Demerbekken;Elektrisch;2016;14/03/2016;kopvoorn;16.00;per 100m
Grotebeek;201668/191143;201668;191143;Hasseltsebaan opw van de weg;Diest;Brabant;Demerbekken;Elektrisch;2017;08/03/2017;kopvoorn;0.25;per 100m
Grotebeek;201668/191143;201668;191143;Hasseltsebaan opw van de weg;Diest;Brabant;Demerbekken;Elektrisch;2021;16/03/2021;kopvoorn;10.75;per 100m
De Wamp;201792/224134;201792;224134;100m SO Asselbergen;Arendonk;Antwerpen;Netebekken;Elektrisch;2018;03/07/2018;serpeling;4.62;per 100m
Grote Nete;201815/203663;201815;203663;thv Kreindertweg;Balen;Antwerpen;Netebekken;Elektrisch;2014;29/07/2014;kopvoorn;1.00;per 100m
Grote Nete;201815/203663;201815;203663;thv Kreindertweg;Balen;Antwerpen;Netebekken;Elektrisch;2020;02/06/2020;kopvoorn;2.00;per 100m
Grote Nete;201815/203663;201815;203663;thv Kreindertweg;Balen;Antwerpen;Netebekken;Elektrisch;2020;02/06/2020;serpeling;16.00;per 100m
Kleine Gete;202014/170395;202014;170395;pompstation watering;Zoutleeuw;Brabant;Demerbekken;Elektrisch;2012;15/03/2012;kopvoorn;3.00;per 100m
Grote Nete;202740/203904;202740;203904;/;Balen;Antwerpen;Netebekken;Elektrisch;2014;28/07/2014;kopvoorn;12.00;per 100m
Grote Nete;202758/203918;202758;203918;SH12-GNStraalm;Balen;Antwerpen;Netebekken;Elektrisch;2012;03/07/2012;serpeling;0.20;per 100m
Grote Nete;202758/203918;202758;203918;SH13GN_Straalmo;Balen;Antwerpen;Netebekken;Elektrisch;2013;16/07/2013;kopvoorn;1.60;per 100m
Gete;202776/175471;202776;175471;'t broek, Geetbets;Geetbets;Brabant;Demerbekken;Elektrisch;2017;02/10/2017;kopvoorn;16.50;per 100m
Gete;202776/175471;202776;175471;'t broek, Geetbets;Geetbets;Brabant;Demerbekken;Elektrisch;2022;20/04/2022;kopvoorn;1.00;per 100m
Grotebeek;202898/193429;202898;193429;Voorbij rwzi einde onverh weg thv gebouwtje;Beringen;Limburg;Demerbekken;Elektrisch;2017;07/03/2017;kopvoorn;0.75;per 100m
Grote Nete;202946/203969;202946;203969;Straalmolen;Balen;Antwerpen;Netebekken;Elektrisch;2015;16/07/2015;kopvoorn;0.80;per 100m
Heiloop  Neerhoefloop;202981/203967;202981;203967;SH14GN_Hoolst;Balen;Antwerpen;Netebekken;Elektrisch;2014;02/09/2014;kopvoorn;1.50;per 100m
Heiloop  Neerhoefloop;202981/203967;202981;203967;SH14GN_Hoolst;Balen;Antwerpen;Netebekken;Elektrisch;2014;02/09/2014;serpeling;2.00;per 100m
Heiloop  Neerhoefloop;202984/203968;202984;203968;SH15_GNHoolst;Balen;Antwerpen;Netebekken;Elektrisch;2015;17/02/2015;kopvoorn;2.00;per 100m
Heiloop  Neerhoefloop;202984/203968;202984;203968;SH15_GNHoolst;Balen;Antwerpen;Netebekken;Elektrisch;2015;26/08/2015;kopvoorn;0.67;per 100m
Heiloop  Neerhoefloop;202984/203968;202984;203968;SH15_GNHoolst;Balen;Antwerpen;Netebekken;Elektrisch;2015;17/02/2015;serpeling;6.00;per 100m
Heiloop  Neerhoefloop;202984/203968;202984;203968;SH15_GNHoolst;Balen;Antwerpen;Netebekken;Elektrisch;2015;26/08/2015;serpeling;6.00;per 100m
Heiloop  Neerhoefloop;202992/203965;202992;203965;SH15kwab_H1;Balen;Antwerpen;Netebekken;Elektrisch;2015;01/06/2015;kopvoorn;;per 100m
Heiloop  Neerhoefloop;202992/203965;202992;203965;SH15kwab_H1;Balen;Antwerpen;Netebekken;Elektrisch;2015;01/06/2015;serpeling;;per 100m
Heiloop  Neerhoefloop;202993/203965;202993;203965;SH18kwab_H1;Balen;Antwerpen;Netebekken;Elektrisch;2018;04/05/2018;kopvoorn;1.43;per 100m
Heiloop  Neerhoefloop;202993/203965;202993;203965;SH18kwab_H1;Balen;Antwerpen;Netebekken;Elektrisch;2018;04/05/2018;serpeling;1.43;per 100m
Heiloop  Neerhoefloop;203050/203927;203050;203927;stroomopwaarts eerste brugje aan Straalmolen;Balen;Antwerpen;Netebekken;Elektrisch;2013;15/05/2013;kopvoorn;0.80;per 100m
Heiloop  Neerhoefloop;203055/203927;203055;203927;SH13kwab_Heiloo;Balen;Antwerpen;Netebekken;Elektrisch;2013;15/05/2013;kopvoorn;1.33;per 100m
Heiloop  Neerhoefloop;203072/203934;203072;203934;/;Balen;Antwerpen;Netebekken;Elektrisch;2021;01/06/2021;kopvoorn;8.00;per 100m
Heiloop  Neerhoefloop;203072/203934;203072;203934;/;Balen;Antwerpen;Netebekken;Elektrisch;2021;01/06/2021;serpeling;6.00;per 100m
Zwarte Beek;203279/186548;203279;186548;Bakel, SO brug;Halen;Limburg;Demerbekken;Elektrisch;2018;15/06/2018;kopvoorn;2.00;per 100m
Gete;203352/179821;203352;179821;Ertsenrijk;Halen;Limburg;Demerbekken;Elektrisch;2021;09/03/2021;kopvoorn;1.00;per 100m
Gete;203352/179821;203352;179821;Ertsenrijk;Halen;Limburg;Demerbekken;Elektrisch;2023;03/10/2023;kopvoorn;40.00;per 100m
Melsterbeek;203724/176826;203724;176826;Geetbets, aan het kasteel van Rummen;Geetbets;Brabant;Demerbekken;Elektrisch;2016;11/03/2016;kopvoorn;4.00;per 100m
Melsterbeek;203724/176826;203724;176826;Geetbets, aan het kasteel van Rummen;Geetbets;Brabant;Demerbekken;Elektrisch;2020;27/07/2020;kopvoorn;0.50;per 100m
Schulens Meer;204025/183471;204025;183471;Elektrisch beviste oeverstrook 1 (750 m) in Zone B - Schulensmeer;Lummen;Limburg;Demerbekken;Elektrisch;2014;16/10/2014;serpeling;0.29;per 100m
Heiloop  Neerhoefloop;204048/204175;204048;204175;thv Echelpoel;Balen;Antwerpen;Netebekken;Elektrisch;2014;29/07/2014;kopvoorn;4.00;per 100m
Heiloop  Neerhoefloop;204242/204212;204242;204212;SH15kwab_H3;Balen;Antwerpen;Netebekken;Elektrisch;2015;01/06/2015;kopvoorn;;per 100m
Grote Nete;204307/204647;204307;204647;SH16kwab_GN1;Balen;Antwerpen;Netebekken;Elektrisch;2016;06/09/2016;kopvoorn;1.00;per 100m
Grote Nete;204600/204752;204600;204752;SH12_GNHoolst;Balen;Antwerpen;Netebekken;Elektrisch;2012;08/06/2012;kopvoorn;1.20;per 100m
Grote Nete;204600/204752;204600;204752;SH12_GNHoolst;Balen;Antwerpen;Netebekken;Elektrisch;2012;08/06/2012;serpeling;6.00;per 100m
Grote Nete;204600/204752;204600;204752;SH13GN_Hoolst;Balen;Antwerpen;Netebekken;Elektrisch;2013;17/07/2013;kopvoorn;2.33;per 100m
Grote Nete;204600/204752;204600;204752;SH13GN_Hoolst;Balen;Antwerpen;Netebekken;Elektrisch;2013;17/07/2013;serpeling;1.33;per 100m
Schulens Meer;204606/183011;204606;183011;Elektrisch beviste oeverstrook 1 (1600 m) in Zone A - Schulensmeer;Herk-de-Stad;Limburg;Demerbekken;Elektrisch;2014;17/10/2014;serpeling;0.17;per 100m
Asbeek;204618/204747;204618;204747;stroomopwaarts op Asbeek vanaf monding;Balen;Antwerpen;Netebekken;Elektrisch;2013;04/06/2013;kopvoorn;0.60;per 100m
Asbeek;204618/204747;204618;204747;stroomopwaarts op Asbeek vanaf monding;Balen;Antwerpen;Netebekken;Elektrisch;2013;04/06/2013;serpeling;0.80;per 100m
Asbeek;204622/204730;204622;204730;SH13kwab_Asbeek;Balen;Antwerpen;Netebekken;Elektrisch;2013;04/06/2013;kopvoorn;1.00;per 100m
Asbeek;204622/204730;204622;204730;SH13kwab_Asbeek;Balen;Antwerpen;Netebekken;Elektrisch;2013;04/06/2013;serpeling;1.33;per 100m
Grote Nete;204709/204760;204709;204760;Hoolstmolen (monding asbeek tot brug);Balen;Antwerpen;Netebekken;Elektrisch;2015;17/02/2015;kopvoorn;2.00;per 100m
Grote Nete;204709/204760;204709;204760;Hoolstmolen (monding asbeek tot brug);Balen;Antwerpen;Netebekken;Elektrisch;2015;17/02/2015;serpeling;6.00;per 100m
Asbeek;204721/204559;204721;204559;SH15kwab_A1;Balen;Antwerpen;Netebekken;Elektrisch;2015;29/05/2015;kopvoorn;0.77;per 100m
Asbeek;204725/204559;204725;204559;SH17kwab_A1;Balen;Antwerpen;Netebekken;Elektrisch;2017;08/06/2017;kopvoorn;0.67;per 100m
Asbeek;204744/204553;204744;204553;SO monding in Grote Nete, Olmen;Balen;Antwerpen;Netebekken;Elektrisch;2015;04/05/2015;kopvoorn;1.00;per 100m
Asbeek;204744/204553;204744;204553;SO monding in Grote Nete, Olmen;Balen;Antwerpen;Netebekken;Elektrisch;2015;13/11/2015;kopvoorn;57.50;per 100m
Asbeek;204744/204553;204744;204553;SO monding in Grote Nete, Olmen;Balen;Antwerpen;Netebekken;Elektrisch;2021;13/04/2021;kopvoorn;2.00;per 100m
Asbeek;204744/204553;204744;204553;SO monding in Grote Nete, Olmen;Balen;Antwerpen;Netebekken;Elektrisch;2015;13/11/2015;serpeling;77.50;per 100m
Asbeek;204744/204553;204744;204553;SO monding in Grote Nete, Olmen;Balen;Antwerpen;Netebekken;Elektrisch;2021;13/04/2021;serpeling;3.00;per 100m
Grote Nete;204758/204750;204758;204750;Hoolstmolen;Balen;Antwerpen;Netebekken;Elektrisch;2013;17/07/2013;kopvoorn;1.40;per 100m
Grote Nete;204758/204750;204758;204750;Hoolstmolen;Balen;Antwerpen;Netebekken;Elektrisch;2013;17/07/2013;serpeling;0.80;per 100m
Asbeek;204788/204542;204788;204542;100 SA 'Dijk';Balen;Antwerpen;Netebekken;Elektrisch;2018;22/05/2018;kopvoorn;2.00;per 100m
Grote Nete;204799/204748;204799;204748;aan de Hoolstmolen;Balen;Antwerpen;Netebekken;Elektrisch;2006;21/03/2006;kopvoorn;3.00;per 100m
Grote Nete;204799/204748;204799;204748;aan de Hoolstmolen;Balen;Antwerpen;Netebekken;Elektrisch;2009;30/04/2009;kopvoorn;8.00;per 100m
Grote Nete;204799/204748;204799;204748;aan de Hoolstmolen;Balen;Antwerpen;Netebekken;Elektrisch;2012;10/05/2012;kopvoorn;8.00;per 100m
Grote Nete;204799/204748;204799;204748;aan de Hoolstmolen;Balen;Antwerpen;Netebekken;Elektrisch;2002;02/04/2002;serpeling;3.00;per 100m
Grote Nete;204799/204748;204799;204748;aan de Hoolstmolen;Balen;Antwerpen;Netebekken;Elektrisch;2009;30/04/2009;serpeling;2.00;per 100m
Grote Nete;204799/204748;204799;204748;aan de Hoolstmolen;Balen;Antwerpen;Netebekken;Elektrisch;2012;10/05/2012;serpeling;8.00;per 100m
Melsterbeek;205688/172049;205688;172049;/;Sint-Truiden;Limburg;Demerbekken;Elektrisch;2012;13/03/2012;kopvoorn;1.00;per 100m
Demer;205843/184483;205843;184483;stuw Schulensmeer;Lummen;Limburg;Demerbekken;Elektrisch;2001;29/10/2001;kopvoorn;0.20;per 100m
Demer;205843/184483;205843;184483;stuw Schulensmeer;Lummen;Limburg;Demerbekken;Elektrisch;2006;05/04/2006;kopvoorn;2.20;per 100m
Demer;205843/184483;205843;184483;stuw Schulensmeer;Lummen;Limburg;Demerbekken;Elektrisch;2009;09/06/2009;kopvoorn;1.60;per 100m
Grotebeek;205867/194919;205867;194919;Industrieweg, 15m afw brug;Beringen;Limburg;Demerbekken;Elektrisch;2017;07/03/2017;kopvoorn;0.21;per 100m
Grotebeek;205867/194919;205867;194919;Industrieweg, 15m afw brug;Beringen;Limburg;Demerbekken;Fuiken;2017;13/03/2017;kopvoorn;0.05;per fuik
Grotebeek;205867/194919;205867;194919;Industrieweg, 15m afw brug;Beringen;Limburg;Demerbekken;Elektrisch;2017;07/03/2017;serpeling;0.21;per 100m
Grote Nete;206035/204576;206035;204576;Eerste brug SO 134, Heynsbergen;Balen;Antwerpen;Netebekken;Elektrisch;2014;06/08/2014;kopvoorn;7.00;per 100m
Grote Nete;206035/204576;206035;204576;Eerste brug SO 134, Heynsbergen;Balen;Antwerpen;Netebekken;Elektrisch;2020;27/08/2020;kopvoorn;3.00;per 100m
Grote Nete;206035/204576;206035;204576;Eerste brug SO 134, Heynsbergen;Balen;Antwerpen;Netebekken;Elektrisch;2014;06/08/2014;serpeling;5.00;per 100m
Grote Nete;206057/204582;206057;204582;SH12_GNHanskeSe;Balen;Antwerpen;Netebekken;Elektrisch;2012;26/07/2012;serpeling;0.67;per 100m
Schulens Meer;206072/184358;206072;184358;Elektrisch beviste oeverstrook 1 (720 m) in Zone E - Schulensmeer;Herk-de-Stad;Limburg;Demerbekken;Elektrisch;2014;14/10/2014;kopvoorn;0.94;per 100m
Schulens Meer;206072/184358;206072;184358;Elektrisch beviste oeverstrook 1 (720 m) in Zone E - Schulensmeer;Herk-de-Stad;Limburg;Demerbekken;Elektrisch;2014;14/10/2014;serpeling;1.88;per 100m
Grote Nete;206506/204892;206506;204892;Halflochtdijk;Balen;Antwerpen;Netebekken;Elektrisch;2015;21/10/2015;serpeling;41.18;per 100m
Grote Nete;206506/204892;206506;204892;Halflochtdijk;Balen;Antwerpen;Netebekken;Elektrisch;2020;12/05/2020;serpeling;2.00;per 100m
Herk;206615/181827;206615;181827;molen;Herk-de-Stad;Limburg;Demerbekken;Elektrisch;2005;30/03/2005;kopvoorn;1.00;per 100m
Herk;206615/181827;206615;181827;molen;Herk-de-Stad;Limburg;Demerbekken;Elektrisch;2009;17/03/2009;kopvoorn;5.00;per 100m
Herk;206615/181827;206615;181827;molen;Herk-de-Stad;Limburg;Demerbekken;Elektrisch;2012;12/03/2012;kopvoorn;37.50;per 100m
Herk;206615/181827;206615;181827;molen;Herk-de-Stad;Limburg;Demerbekken;Elektrisch;2020;27/07/2020;kopvoorn;23.00;per 100m
Grote Nete;206752/205374;206752;205374;SO Schepmolenstraat;Balen;Antwerpen;Netebekken;Elektrisch;2023;25/09/2023;kopvoorn;6.00;per 100m
Grote Nete;206752/205374;206752;205374;SO Schepmolenstraat;Balen;Antwerpen;Netebekken;Elektrisch;2017;13/09/2017;serpeling;1.00;per 100m
