Waterloop;Lambert X/Y;X;Y;Omschrijving;Gemeente;Provincie;Bekken;Afvissingsmethode;Jaar;Datum;Nederlandse naam;Aantal per vangstinspanning;Eenheid
Abeek;233695/205587;233695;205587;Reppel: 250m stroomaf brug te Reppel, dus stroomaf Reppelmolen;Bocholt;Limburg;Maasbekken;Elektrisch;2008;01/10/2008;serpeling;18.40;per 100m
Abeek;236203/207409;236203;207409;Beek-Bree;Bocholt;Limburg;Maasbekken;Elektrisch;2016;31/03/2016;kopvoorn;2.00;per 100m
Abeek;236203/207409;236203;207409;Beek-Bree;Bocholt;Limburg;Maasbekken;Elektrisch;2020;05/03/2020;kopvoorn;124.00;per 100m
Abeek;236203/207409;236203;207409;Beek-Bree;Bocholt;Limburg;Maasbekken;Elektrisch;2020;05/03/2020;serpeling;1.00;per 100m
Bosbeek;236471/191573;236471;191573;SH13Bosb_Wilhel;Oudsbergen;Limburg;Maasbekken;Elektrisch;2013;18/07/2013;serpeling;0.60;per 100m
Bosbeek;236675/192029;236675;192029;Willem Tell;As;Limburg;Maasbekken;Elektrisch;2013;18/07/2013;serpeling;0.60;per 100m
Abeek;236723/208138;236723;208138;SO Clootsmolen;Bocholt;Limburg;Maasbekken;Elektrisch;2015;10/07/2015;kopvoorn;1.00;per 100m
Abeek;236723/208138;236723;208138;SO Clootsmolen;Bocholt;Limburg;Maasbekken;Elektrisch;2020;15/05/2020;kopvoorn;2.00;per 100m
Abeek;238220/208419;238220;208419;voorste Luismolen;Bree;Limburg;Maasbekken;Elektrisch;2015;10/07/2015;kopvoorn;20.00;per 100m
Abeek;238220/208419;238220;208419;voorste Luismolen;Bree;Limburg;Maasbekken;Elektrisch;2020;15/05/2020;kopvoorn;1.00;per 100m
Abeek;238220/208419;238220;208419;voorste Luismolen;Bree;Limburg;Maasbekken;Elektrisch;1998;16/04/1998;serpeling;3.00;per 100m
Abeek;238220/208419;238220;208419;voorste Luismolen;Bree;Limburg;Maasbekken;Elektrisch;2010;07/04/2010;serpeling;5.00;per 100m
Itterbeek;238326/200926;238326;200926;Nijsenhof;Bree;Limburg;Maasbekken;Elektrisch;2010;25/05/2010;kopvoorn;5.00;per 100m
Asbeek;239094/179394;239094;179394;bovenloop in het Pietersembos;Lanaken;Limburg;Maasbekken;Elektrisch;2000;13/10/2000;serpeling;7.00;per 100m
Itterbeek;239297/201441;239297;201441;aan de Kasteelmolen;Bree;Limburg;Maasbekken;Elektrisch;2010;25/05/2010;kopvoorn;6.15;per 100m
Itterbeek;239297/201441;239297;201441;aan de Kasteelmolen;Bree;Limburg;Maasbekken;Elektrisch;2017;12/09/2017;kopvoorn;16.92;per 100m
Itterbeek;239297/201441;239297;201441;aan de Kasteelmolen;Bree;Limburg;Maasbekken;Elektrisch;2010;25/05/2010;serpeling;110.77;per 100m
Itterbeek;239297/201441;239297;201441;aan de Kasteelmolen;Bree;Limburg;Maasbekken;Elektrisch;2017;12/09/2017;serpeling;103.08;per 100m
Itterbeek;239297/201441;239297;201441;aan de Kasteelmolen;Bree;Limburg;Maasbekken;Elektrisch;2023;13/04/2023;serpeling;2.50;per 100m
Itterbeek;240156/202310;240156;202310;aan de Keyaardmolen;Bree;Limburg;Maasbekken;Elektrisch;2015;22/07/2015;kopvoorn;170.00;per 100m
Itterbeek;240156/202310;240156;202310;aan de Keyaardmolen;Bree;Limburg;Maasbekken;Elektrisch;2021;12/10/2021;kopvoorn;2.00;per 100m
Itterbeek;240156/202310;240156;202310;aan de Keyaardmolen;Bree;Limburg;Maasbekken;Elektrisch;2014;18/09/2014;serpeling;8.33;per 100m
Itterbeek;240156/202310;240156;202310;aan de Keyaardmolen;Bree;Limburg;Maasbekken;Elektrisch;2015;22/07/2015;serpeling;87.00;per 100m
Itterbeek;240156/202310;240156;202310;aan de Keyaardmolen;Bree;Limburg;Maasbekken;Elektrisch;2021;12/10/2021;serpeling;17.00;per 100m
Kikbeek;240306/183379;240306;183379;achter de camping, voorbij de voetbalterreinen;Maasmechelen;Limburg;Maasbekken;Elektrisch;2002;14/03/2002;kopvoorn;88.00;per 100m
Kikbeek;240306/183379;240306;183379;achter de camping, voorbij de voetbalterreinen;Maasmechelen;Limburg;Maasbekken;Elektrisch;2007;22/03/2007;kopvoorn;17.00;per 100m
Kikbeek;240306/183379;240306;183379;achter de camping, voorbij de voetbalterreinen;Maasmechelen;Limburg;Maasbekken;Elektrisch;2010;08/03/2010;kopvoorn;22.00;per 100m
Bosbeek;241436/197087;241436;197087;aan de Volmolen;Maaseik;Limburg;Maasbekken;Elektrisch;2013;01/10/2013;kopvoorn;3.00;per 100m
Bosbeek;241436/197087;241436;197087;aan de Volmolen;Maaseik;Limburg;Maasbekken;Elektrisch;2015;04/11/2015;kopvoorn;25.00;per 100m
Bosbeek;241436/197087;241436;197087;aan de Volmolen;Maaseik;Limburg;Maasbekken;Elektrisch;2019;26/09/2019;kopvoorn;1.00;per 100m
Bosbeek;241436/197087;241436;197087;aan de Volmolen;Maaseik;Limburg;Maasbekken;Elektrisch;2007;21/03/2007;serpeling;75.00;per 100m
Bosbeek;241436/197087;241436;197087;aan de Volmolen;Maaseik;Limburg;Maasbekken;Elektrisch;2011;17/03/2011;serpeling;109.00;per 100m
Bosbeek;241436/197087;241436;197087;aan de Volmolen;Maaseik;Limburg;Maasbekken;Elektrisch;2013;01/10/2013;serpeling;65.00;per 100m
Bosbeek;241436/197087;241436;197087;aan de Volmolen;Maaseik;Limburg;Maasbekken;Elektrisch;2015;04/11/2015;serpeling;72.50;per 100m
Bosbeek;241436/197087;241436;197087;aan de Volmolen;Maaseik;Limburg;Maasbekken;Elektrisch;2019;26/09/2019;serpeling;12.00;per 100m
Bosbeek;241457/197095;241457;197095;Volmolen (SA molen);Maaseik;Limburg;Maasbekken;Elektrisch;2013;23/07/2013;kopvoorn;1.20;per 100m
Bosbeek;241457/197095;241457;197095;Volmolen (SA molen);Maaseik;Limburg;Maasbekken;Elektrisch;2013;23/07/2013;serpeling;37.40;per 100m
Abeek;241737/207382;241737;207382;Bij natuurreservaat 't Hasselterbroek;Bree;Limburg;Maasbekken;Elektrisch;2018;06/06/2018;kopvoorn;1.00;per 100m
Bosbeek;241875/197468;241875;197468;SH12Bosb_Volmol;Maaseik;Limburg;Maasbekken;Elektrisch;2012;24/07/2012;kopvoorn;1.60;per 100m
Bosbeek;241875/197468;241875;197468;SH12Bosb_Volmol;Maaseik;Limburg;Maasbekken;Elektrisch;2012;24/07/2012;serpeling;9.20;per 100m
Bosbeek;241875/197468;241875;197468;SH13Bosb_Volmol;Maaseik;Limburg;Maasbekken;Elektrisch;2013;23/07/2013;kopvoorn;1.20;per 100m
Bosbeek;241875/197468;241875;197468;SH13Bosb_Volmol;Maaseik;Limburg;Maasbekken;Elektrisch;2013;23/07/2013;serpeling;37.40;per 100m
Abeek;242767/206834;242767;206834;Woutershof, Urlobroek, stroomopwaarts de monding van de;Kinrooi;Limburg;Maasbekken;Elektrisch;2010;06/04/2010;kopvoorn;3.00;per 100m
Abeek;242767/206834;242767;206834;Woutershof, Urlobroek, stroomopwaarts de monding van de;Kinrooi;Limburg;Maasbekken;Elektrisch;2018;06/06/2018;kopvoorn;1.00;per 100m
Abeek;242767/206834;242767;206834;Woutershof, Urlobroek, stroomopwaarts de monding van de;Kinrooi;Limburg;Maasbekken;Elektrisch;1998;16/04/1998;serpeling;0.50;per 100m
Abeek;242767/206834;242767;206834;Woutershof, Urlobroek, stroomopwaarts de monding van de;Kinrooi;Limburg;Maasbekken;Elektrisch;2000;19/01/2000;serpeling;2.00;per 100m
Abeek;242767/206834;242767;206834;Woutershof, Urlobroek, stroomopwaarts de monding van de;Kinrooi;Limburg;Maasbekken;Elektrisch;2000;22/03/2000;serpeling;1.00;per 100m
Abeek;242767/206834;242767;206834;Woutershof, Urlobroek, stroomopwaarts de monding van de;Kinrooi;Limburg;Maasbekken;Elektrisch;2000;25/08/2000;serpeling;4.00;per 100m
Abeek;242767/206834;242767;206834;Woutershof, Urlobroek, stroomopwaarts de monding van de;Kinrooi;Limburg;Maasbekken;Elektrisch;2000;23/10/2000;serpeling;4.21;per 100m
Abeek;242767/206834;242767;206834;Woutershof, Urlobroek, stroomopwaarts de monding van de;Kinrooi;Limburg;Maasbekken;Elektrisch;2001;09/01/2001;serpeling;1.00;per 100m
Abeek;242767/206834;242767;206834;Woutershof, Urlobroek, stroomopwaarts de monding van de;Kinrooi;Limburg;Maasbekken;Elektrisch;2018;06/06/2018;serpeling;1.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2014;20/06/2014;kopvoorn;1.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2015;04/06/2015;kopvoorn;8.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2016;14/07/2016;kopvoorn;37.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;11/04/2017;kopvoorn;52.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;20/06/2018;kopvoorn;21.05;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;17/10/2018;kopvoorn;121.05;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;27/05/2019;kopvoorn;10.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;15/06/2020;kopvoorn;10.47;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2021;14/06/2021;kopvoorn;12.50;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;07/06/2022;kopvoorn;14.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;30/05/2023;kopvoorn;6.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2016;14/07/2016;serpeling;2.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;20/06/2018;serpeling;23.68;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;17/10/2018;serpeling;73.68;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;07/06/2022;serpeling;2.00;per 100m
Berwijn;242783/161359;242783;161359;Aan de monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;30/05/2023;serpeling;4.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2015;05/06/2015;kopvoorn;4.86;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2015;05/11/2015;kopvoorn;35.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2016;14/07/2016;kopvoorn;11.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2017;11/04/2017;kopvoorn;9.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2018;20/06/2018;kopvoorn;14.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2018;17/10/2018;kopvoorn;157.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2019;27/05/2019;kopvoorn;130.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2020;15/06/2020;kopvoorn;40.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2022;07/06/2022;kopvoorn;20.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2023;30/05/2023;kopvoorn;49.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2015;05/11/2015;serpeling;2.50;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2018;20/06/2018;serpeling;3.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2018;17/10/2018;serpeling;52.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2019;27/05/2019;serpeling;1.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2020;15/06/2020;serpeling;3.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2022;07/06/2022;serpeling;3.00;per 100m
Berwijn;242846/161309;242846;161309;100m SO monding, grens Wallonië;;Luik;Maasbekken;Elektrisch;2023;30/05/2023;serpeling;10.00;per 100m
Witbeek;242858/198150;242858;198150;stroomopwaarts Zuidwillemsvaart;Maaseik;Limburg;Maasbekken;Elektrisch;2023;14/09/2023;kopvoorn;5.00;per 100m
Berwijn;242899/161350;242899;161350;250 m SO de monding;Voeren;Limburg;Maasbekken;Elektrisch;1994;05/10/1994;kopvoorn;21.00;per 100m
Berwijn;242899/161350;242899;161350;250 m SO de monding;Voeren;Limburg;Maasbekken;Elektrisch;1998;23/04/1998;kopvoorn;12.00;per 100m
Berwijn;242899/161350;242899;161350;250 m SO de monding;Voeren;Limburg;Maasbekken;Elektrisch;1994;05/10/1994;serpeling;14.00;per 100m
Berwijn;242899/161350;242899;161350;250 m SO de monding;Voeren;Limburg;Maasbekken;Elektrisch;1998;23/04/1998;serpeling;1.33;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2016;15/07/2016;kopvoorn;78.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;12/04/2017;kopvoorn;69.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;21/06/2018;kopvoorn;122.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;18/10/2018;kopvoorn;149.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;27/05/2019;kopvoorn;38.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;16/06/2020;kopvoorn;79.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2021;14/06/2021;kopvoorn;17.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;07/06/2022;kopvoorn;3.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;30/05/2023;kopvoorn;53.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2016;15/07/2016;serpeling;8.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;21/06/2018;serpeling;18.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;18/10/2018;serpeling;114.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;27/05/2019;serpeling;32.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;16/06/2020;serpeling;22.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2021;14/06/2021;serpeling;17.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;07/06/2022;serpeling;2.00;per 100m
Berwijn;242917/161373;242917;161373;300m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;30/05/2023;serpeling;27.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2016;15/07/2016;kopvoorn;18.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;11/04/2017;kopvoorn;9.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;20/06/2018;kopvoorn;37.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;17/10/2018;kopvoorn;115.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;27/05/2019;kopvoorn;68.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;15/06/2020;kopvoorn;28.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;20/06/2018;serpeling;5.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;17/10/2018;serpeling;88.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;27/05/2019;serpeling;11.00;per 100m
Berwijn;242919/161299;242919;161299;200m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;15/06/2020;serpeling;42.00;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2002;15/05/2002;kopvoorn;3.80;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2005;19/05/2005;kopvoorn;6.40;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2008;22/05/2008;kopvoorn;1.40;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2013;31/10/2013;kopvoorn;1.60;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2015;17/03/2015;kopvoorn;4.00;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2015;18/06/2015;kopvoorn;0.40;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2017;26/06/2017;kopvoorn;1.20;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2018;30/05/2018;kopvoorn;22.80;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2019;22/05/2019;kopvoorn;0.40;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2019;23/09/2019;kopvoorn;0.67;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2019;24/10/2019;kopvoorn;0.67;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2019;17/12/2019;kopvoorn;7.00;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2020;23/01/2020;kopvoorn;1.67;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2020;20/02/2020;kopvoorn;5.00;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2020;12/06/2020;kopvoorn;0.73;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2021;01/07/2021;kopvoorn;10.80;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2012;24/05/2012;serpeling;0.40;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2013;31/10/2013;serpeling;3.60;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2019;27/06/2019;serpeling;;per 100m
Maas;242973/176640;242973;176640;nabij Hoge Maas (19 km);Lanaken;Limburg;Maasbekken;Elektrisch;2020;20/02/2020;serpeling;0.67;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2016;25/08/2016;kopvoorn;42.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;12/04/2017;kopvoorn;101.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;21/06/2018;kopvoorn;32.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;18/10/2018;kopvoorn;183.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;28/05/2019;kopvoorn;27.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;16/06/2020;kopvoorn;43.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;07/06/2022;kopvoorn;1.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;31/05/2023;kopvoorn;57.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;12/04/2017;serpeling;30.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;21/06/2018;serpeling;22.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;18/10/2018;serpeling;120.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;16/06/2020;serpeling;11.00;per 100m
Berwijn;243002/161337;243002;161337;400m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;31/05/2023;serpeling;11.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2016;25/08/2016;kopvoorn;24.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;13/04/2017;kopvoorn;70.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;21/06/2018;kopvoorn;8.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;19/10/2018;kopvoorn;77.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;28/05/2019;kopvoorn;10.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;16/06/2020;kopvoorn;31.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;08/06/2022;kopvoorn;27.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;31/05/2023;kopvoorn;31.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;13/04/2017;serpeling;14.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;21/06/2018;serpeling;6.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;19/10/2018;serpeling;69.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;16/06/2020;serpeling;72.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;08/06/2022;serpeling;18.00;per 100m
Berwijn;243002/161251;243002;161251;500m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;31/05/2023;serpeling;16.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2016;25/08/2016;kopvoorn;27.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;13/04/2017;kopvoorn;16.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;22/06/2018;kopvoorn;74.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;19/10/2018;kopvoorn;199.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;28/05/2019;kopvoorn;10.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;16/06/2020;kopvoorn;10.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2021;14/06/2021;kopvoorn;25.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;08/06/2022;kopvoorn;135.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;31/05/2023;kopvoorn;18.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;22/06/2018;serpeling;14.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;19/10/2018;serpeling;302.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;28/05/2019;serpeling;8.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;16/06/2020;serpeling;4.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2021;14/06/2021;serpeling;33.00;per 100m
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;08/06/2022;serpeling;35.00;per 100m
